course,EX,A,B,C,D,P,F,session,EX%,A%,B%,C%,D%,P%,F%,average
ME61201- ,2,1,5,3,3,1,0,Autumn 22,13.333333333333334,6.666666666666667,33.33333333333333,20.0,20.0,6.666666666666667,0.0,7.533333333333333
ET60029- ,10,11,5,0,0,0,0,Autumn 20,38.46153846153847,42.30769230769231,19.230769230769234,0.0,0.0,0.0,0.0,9.192307692307692
AE51005-UNSTEADY AERODYNAMICS ,2,2,3,0,0,0,0,Autumn 21,28.57142857142857,28.57142857142857,42.857142857142854,0.0,0.0,0.0,0.0,8.857142857142858
HS30062-INTERNATIONAL BUSINESS ,12,26,4,2,2,0,0,Autumn 21,26.08695652173913,56.52173913043478,8.695652173913043,4.3478260869565215,4.3478260869565215,0.0,0.0,8.956521739130435
EP60040- ,10,10,7,7,2,0,0,Spring 22,27.77777777777778,27.77777777777778,19.444444444444446,19.444444444444446,5.555555555555555,0.0,0.0,8.527777777777779
AE51019-SMART STRUCTURES ,2,1,1,2,0,1,0,Autumn 22,28.57142857142857,14.285714285714285,14.285714285714285,28.57142857142857,0.0,14.285714285714285,0.0,8.0
MS60009- ,1,1,1,0,0,0,0,Spring 20,33.33333333333333,33.33333333333333,33.33333333333333,0.0,0.0,0.0,0.0,9.0
PH20003-PHYSICS-II ,45,163,41,4,0,1,1,Autumn 20,17.647058823529413,63.921568627450974,16.07843137254902,1.5686274509803921,0.0,0.39215686274509803,0.39215686274509803,8.949019607843137
EP60008- ,14,34,16,3,1,0,0,Spring 22,20.588235294117645,50.0,23.52941176470588,4.411764705882353,1.4705882352941175,0.0,0.0,8.838235294117647
AE40018-INTRODUCTION TO TURBULENCE ,1,1,1,6,0,2,0,Autumn 22,9.090909090909092,9.090909090909092,9.090909090909092,54.54545454545454,0.0,18.181818181818183,0.0,7.181818181818182
CR61036- ,0,0,1,0,0,0,0,Spring 22,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
HS51604-GERMAN ,4,16,12,1,0,0,0,Spring 22,12.121212121212121,48.484848484848484,36.36363636363637,3.0303030303030303,0.0,0.0,0.0,8.696969696969697
CR61001- ,0,1,0,0,0,0,0,Autumn 22,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
CR61003- ,1,0,0,0,0,0,0,Autumn 22,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
CR61013- ,0,0,1,0,0,0,0,Autumn 22,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
AE40005-SPACE DYNAMICS ,0,1,0,1,0,0,0,Autumn 21,0.0,50.0,0.0,50.0,0.0,0.0,0.0,8.0
AE40033-FINITE ELEMENT METHODS ,0,0,0,1,0,0,0,Autumn 21,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
AE51010-EXPERIMENTAL STRESS ANALYSIS ,1,0,0,0,0,0,0,Autumn 21,100.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
RX60019- ,0,4,3,4,0,1,0,Autumn 21,0.0,33.33333333333333,25.0,33.33333333333333,0.0,8.333333333333332,0.0,7.75
AE40008-AEROELASTICITY ,0,0,0,1,0,0,0,Spring 22,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
AE51016-FRACTURE MECHANICS ,0,1,0,0,0,0,0,Spring 22,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
IM60213- ,0,0,1,0,1,2,0,Spring 22,0.0,0.0,25.0,0.0,25.0,50.0,0.0,6.0
AE40009-ROCKET PROPULSION ,1,2,3,2,2,1,1,Autumn 22,8.333333333333332,16.666666666666664,25.0,16.666666666666664,16.666666666666664,8.333333333333332,8.333333333333332,7.25
HS20016-ENVIRONMENTAL HUMANITIES ,7,4,1,4,3,3,0,Spring 20,31.818181818181817,18.181818181818183,4.545454545454546,18.181818181818183,13.636363636363635,13.636363636363635,0.0,7.954545454545454
AI61009- ,1,12,14,11,0,0,0,Autumn 21,2.631578947368421,31.57894736842105,36.84210526315789,28.947368421052634,0.0,0.0,0.0,8.078947368421053
AI60002- ,4,31,42,23,2,1,0,Spring 22,3.8834951456310676,30.097087378640776,40.77669902912621,22.330097087378643,1.9417475728155338,0.9708737864077669,0.0,8.087378640776699
RX60011- ,1,7,4,4,4,0,0,Spring 22,5.0,35.0,20.0,20.0,20.0,0.0,0.0,7.85
MA20104-PROBABILITY & STATISTICS ,77,223,271,185,116,5,3,Spring 21,8.75,25.340909090909093,30.795454545454547,21.022727272727273,13.18181818181818,0.5681818181818182,0.3409090909090909,7.923863636363636
RX60014- ,0,1,1,0,1,0,0,Autumn 21,0.0,33.33333333333333,33.33333333333333,0.0,33.33333333333333,0.0,0.0,7.666666666666667
CS40019-IMAGE PROCESSING ,6,4,7,3,0,0,0,Autumn 19,30.0,20.0,35.0,15.0,0.0,0.0,0.0,8.65
MA21007-DESIGN & ANALYSIS OF ALGORITHMS ,24,21,22,17,6,1,0,Autumn 19,26.373626373626376,23.076923076923077,24.175824175824175,18.681318681318682,6.593406593406594,1.098901098901099,0.0,8.406593406593407
CS21002-SWITCHING CIRCUITS AND LOGIC DESIGN ,9,20,17,7,1,4,0,Spring 20,15.517241379310345,34.48275862068966,29.310344827586203,12.068965517241379,1.7241379310344827,6.896551724137931,0.0,8.293103448275861
CS60075- ,10,17,4,3,2,1,0,Autumn 20,27.027027027027028,45.94594594594595,10.81081081081081,8.108108108108109,5.405405405405405,2.7027027027027026,0.0,8.72972972972973
MA61027- ,6,5,2,1,0,1,0,Autumn 20,40.0,33.33333333333333,13.333333333333334,6.666666666666667,0.0,6.666666666666667,0.0,8.866666666666667
CS60010- ,1,7,2,2,1,0,0,Spring 21,7.6923076923076925,53.84615384615385,15.384615384615385,15.384615384615385,7.6923076923076925,0.0,0.0,8.384615384615385
EP60007- ,7,12,4,0,0,0,0,Autumn 21,30.434782608695656,52.17391304347826,17.391304347826086,0.0,0.0,0.0,0.0,9.130434782608695
EP60020- ,18,25,36,59,57,20,2,Autumn 21,8.294930875576037,11.52073732718894,16.589861751152075,27.188940092165897,26.26728110599078,9.216589861751153,0.9216589861751152,7.170506912442396
EP60021- ,12,12,13,11,2,1,0,Autumn 21,23.52941176470588,23.52941176470588,25.49019607843137,21.568627450980394,3.9215686274509802,1.9607843137254901,0.0,8.352941176470589
HS30097-FINANCIAL INSTITUTIONS & MARKETS ,6,38,17,4,0,0,0,Autumn 21,9.230769230769232,58.46153846153847,26.153846153846157,6.153846153846154,0.0,0.0,0.0,8.707692307692307
EP60006- ,9,20,20,1,0,0,0,Spring 22,18.0,40.0,40.0,2.0,0.0,0.0,0.0,8.74
RX60014- ,1,0,5,7,4,1,0,Autumn 22,5.555555555555555,0.0,27.77777777777778,38.88888888888889,22.22222222222222,5.555555555555555,0.0,7.111111111111111
RX60019- ,0,4,26,18,2,1,1,Autumn 22,0.0,7.6923076923076925,50.0,34.61538461538461,3.8461538461538463,1.9230769230769231,1.9230769230769231,7.519230769230769
AE40033-FINITE ELEMENT METHODS ,0,0,1,0,0,0,0,Autumn 20,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
AE51003-APPLIED ELASTICITY & PLASTICITY ,0,2,0,0,0,0,1,Autumn 21,0.0,66.66666666666666,0.0,0.0,0.0,0.0,33.33333333333333,7.333333333333333
CE60103- ,1,1,1,1,0,0,0,Autumn 21,25.0,25.0,25.0,25.0,0.0,0.0,0.0,8.5
ME60408- ,2,1,3,1,0,0,0,Spring 22,28.57142857142857,14.285714285714285,42.857142857142854,14.285714285714285,0.0,0.0,0.0,8.571428571428571
AE40019-AUTOMATIC CONTROL OF AIRCRAFT ,3,6,4,3,0,3,0,Autumn 22,15.789473684210526,31.57894736842105,21.052631578947366,15.789473684210526,0.0,15.789473684210526,0.0,8.0
MF41601-SOFT COMPUTING ,51,74,34,9,14,7,3,Autumn 22,26.5625,38.54166666666667,17.708333333333336,4.6875,7.291666666666667,3.6458333333333335,1.5625,8.552083333333334
MM66005- ,0,3,0,0,0,0,0,Spring 20,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
MT66003- ,0,1,0,2,0,0,0,Spring 20,0.0,33.33333333333333,0.0,66.66666666666666,0.0,0.0,0.0,7.666666666666667
HS30084-ECONOMIC PSYCHOLOGY ,7,27,13,1,1,0,0,Autumn 21,14.285714285714285,55.10204081632652,26.53061224489796,2.0408163265306123,2.0408163265306123,0.0,0.0,8.775510204081632
AI60008- ,4,7,6,1,0,3,0,Spring 22,19.047619047619047,33.33333333333333,28.57142857142857,4.761904761904762,0.0,14.285714285714285,0.0,8.238095238095237
ID60017- ,0,0,0,2,0,0,0,Spring 22,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
MA41031-STOCHASTIC PROCESSES IN FINANCE ,9,9,11,3,0,0,0,Autumn 20,28.125,28.125,34.375,9.375,0.0,0.0,0.0,8.75
MA51121-GRAPH THEORY AND ALGORITHMS ,0,3,7,3,1,0,0,Autumn 21,0.0,21.428571428571427,50.0,21.428571428571427,7.142857142857142,0.0,0.0,7.857142857142857
MA41011-THEORY OF OPERATING SYSTEMS ,6,17,45,44,8,0,0,Spring 22,5.0,14.166666666666666,37.5,36.666666666666664,6.666666666666667,0.0,0.0,7.741666666666666
AI61009- ,2,12,13,10,3,0,0,Autumn 22,5.0,30.0,32.5,25.0,7.5,0.0,0.0,8.0
MA39203-DESIGN & ANALYSIS OF ALGORITHMS LAB ,34,51,23,0,0,0,0,Autumn 22,31.48148148148148,47.22222222222222,21.296296296296298,0.0,0.0,0.0,0.0,9.101851851851851
HS30074-SCIENCE AND HUMANISM ,4,7,7,5,5,1,0,Spring 20,13.793103448275861,24.137931034482758,24.137931034482758,17.24137931034483,17.24137931034483,3.4482758620689653,0.0,7.896551724137931
CL60019- ,0,2,0,0,0,0,0,Autumn 20,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
HS30001-INTRODUCTION TO SOCIOLOGY ,0,7,43,4,3,0,0,Autumn 21,0.0,12.280701754385964,75.43859649122807,7.017543859649122,5.263157894736842,0.0,0.0,7.947368421052632
RX60021- ,4,10,15,28,6,0,0,Spring 22,6.349206349206349,15.873015873015872,23.809523809523807,44.44444444444444,9.523809523809524,0.0,0.0,7.650793650793651
CD61004- ,3,0,1,0,0,1,0,Autumn 20,60.0,0.0,20.0,0.0,0.0,20.0,0.0,8.6
HS30037-PETROLEUM ECONOMICS AND MANAGEMENT ,10,13,3,3,0,0,0,Autumn 21,34.48275862068966,44.827586206896555,10.344827586206897,10.344827586206897,0.0,0.0,0.0,9.03448275862069
MA20103-PARTIAL DIFFERENTIAL EQUATIONS ,2,21,29,8,1,3,0,Autumn 21,3.125,32.8125,45.3125,12.5,1.5625,4.6875,0.0,8.09375
MA30003-LINEAR ALGEBRA ,6,57,5,3,0,0,0,Autumn 21,8.450704225352112,80.28169014084507,7.042253521126761,4.225352112676056,0.0,0.0,0.0,8.929577464788732
MA30014-OPERATION RESEARCH ,67,68,12,4,0,0,0,Spring 22,44.370860927152314,45.033112582781456,7.9470198675496695,2.6490066225165565,0.0,0.0,0.0,9.311258278145695
MA39014-OPERATION RESEARCH LABORATORY ,20,32,30,5,2,1,1,Spring 22,21.978021978021978,35.16483516483517,32.967032967032964,5.4945054945054945,2.197802197802198,1.098901098901099,1.098901098901099,8.615384615384615
ET60003- ,0,13,10,3,3,0,0,Autumn 21,0.0,44.827586206896555,34.48275862068966,10.344827586206897,10.344827586206897,0.0,0.0,8.137931034482758
AE60030- ,0,0,1,0,0,0,0,Autumn 20,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
CR61001- ,0,1,0,0,0,0,0,Autumn 21,0.0,100.0,0.0,0.0,0.0,0.0,0.0,9.0
AE61002- ,0,0,0,1,1,0,0,Spring 22,0.0,0.0,0.0,50.0,50.0,0.0,0.0,6.5
EE60014- ,0,0,2,1,0,1,0,Spring 22,0.0,0.0,50.0,25.0,0.0,25.0,0.0,7.0
AE40006-COMPOSITE STRUCTURES ,0,0,1,0,0,0,0,Spring 22,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
HS30057-SOCIOLOGY OF ECONOMICS DEVELOPMENT ,6,2,1,0,2,0,0,Spring 20,54.54545454545454,18.181818181818183,9.090909090909092,0.0,18.181818181818183,0.0,0.0,8.909090909090908
CS60073- ,1,3,0,8,1,0,0,Autumn 21,7.6923076923076925,23.076923076923077,0.0,61.53846153846154,7.6923076923076925,0.0,0.0,7.615384615384615
CS61063- ,5,9,3,2,0,0,0,Autumn 21,26.31578947368421,47.368421052631575,15.789473684210526,10.526315789473683,0.0,0.0,0.0,8.894736842105264
AI60006- ,9,21,10,12,3,0,0,Spring 22,16.363636363636363,38.18181818181819,18.181818181818183,21.818181818181817,5.454545454545454,0.0,0.0,8.381818181818181
AI61005- ,3,18,25,11,5,0,0,Spring 22,4.838709677419355,29.03225806451613,40.32258064516129,17.741935483870968,8.064516129032258,0.0,0.0,8.048387096774194
AE40005-SPACE DYNAMICS ,0,0,0,1,0,0,0,Autumn 20,0.0,0.0,0.0,100.0,0.0,0.0,0.0,7.0
EE60011- ,1,0,0,0,2,0,0,Autumn 21,33.33333333333333,0.0,0.0,0.0,66.66666666666666,0.0,0.0,7.333333333333333
MA31005-REAL ANALYSIS ,11,35,39,15,5,0,0,Autumn 21,10.476190476190476,33.33333333333333,37.142857142857146,14.285714285714285,4.761904761904762,0.0,0.0,8.304761904761905
MA41010-NON LINEAR PROGRAMMING ,2,21,14,1,0,0,0,Spring 22,5.263157894736842,55.26315789473685,36.84210526315789,2.631578947368421,0.0,0.0,0.0,8.631578947368421
MA41009-PROBABILITY AND STATISTICS ,2,1,1,0,0,0,2,Autumn 20,33.33333333333333,16.666666666666664,16.666666666666664,0.0,0.0,0.0,33.33333333333333,7.5
CS60075- ,11,16,30,27,10,2,0,Autumn 21,11.458333333333332,16.666666666666664,31.25,28.125,10.416666666666668,2.083333333333333,0.0,7.84375
MA21203-COMBINATORICS AND GRAPH THEORY ,18,22,20,19,11,3,0,Autumn 21,19.35483870967742,23.655913978494624,21.50537634408602,20.43010752688172,11.827956989247312,3.225806451612903,0.0,8.086021505376344
MA40003-SYSTEMS PROGRAMMING ,2,11,24,12,7,4,0,Autumn 21,3.3333333333333335,18.333333333333332,40.0,20.0,11.666666666666666,6.666666666666667,0.0,7.616666666666666
AI69002- ,14,16,3,3,0,0,1,Spring 22,37.83783783783784,43.24324324324324,8.108108108108109,8.108108108108109,0.0,0.0,2.7027027027027026,9.0
AT60002- ,3,10,2,3,1,0,0,Spring 22,15.789473684210526,52.63157894736842,10.526315789473683,15.789473684210526,5.263157894736842,0.0,0.0,8.578947368421053
RX60017- ,2,6,18,19,5,1,0,Spring 22,3.9215686274509802,11.76470588235294,35.294117647058826,37.254901960784316,9.803921568627452,1.9607843137254901,0.0,7.568627450980392
AI58001-COMPREHENSIVE VIVA VOCE ,3,5,15,13,1,0,0,Autumn 22,8.108108108108109,13.513513513513514,40.54054054054054,35.13513513513514,2.7027027027027026,0.0,0.0,7.891891891891892
AI67001- ,5,12,11,6,3,0,0,Autumn 22,13.513513513513514,32.432432432432435,29.72972972972973,16.216216216216218,8.108108108108109,0.0,0.0,8.27027027027027
HS30047-FRENCH ,4,6,3,5,3,0,0,Spring 20,19.047619047619047,28.57142857142857,14.285714285714285,23.809523809523807,14.285714285714285,0.0,0.0,8.142857142857142
MA31005-REAL ANALYSIS ,3,35,27,3,2,2,0,Autumn 20,4.166666666666666,48.61111111111111,37.5,4.166666666666666,2.7777777777777777,2.7777777777777777,0.0,8.38888888888889
CS21003-ALGORITHMS - I ,11,33,23,9,0,0,0,Spring 22,14.473684210526317,43.42105263157895,30.263157894736842,11.842105263157894,0.0,0.0,0.0,8.605263157894736
HS20018-SANSKRIT AND HERITAGE ,2,12,10,7,2,4,0,Spring 20,5.405405405405405,32.432432432432435,27.027027027027028,18.91891891891892,5.405405405405405,10.81081081081081,0.0,7.8108108108108105
CS40019-IMAGE PROCESSING ,16,33,20,7,4,0,1,Autumn 21,19.753086419753085,40.74074074074074,24.691358024691358,8.641975308641975,4.938271604938271,0.0,1.2345679012345678,8.567901234567902
CD61002- ,0,0,1,0,0,0,0,Spring 20,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0
EC60004- ,0,1,1,0,0,0,0,Spring 20,0.0,50.0,50.0,0.0,0.0,0.0,0.0,8.5
BM60023- ,5,10,15,14,2,0,0,Autumn 21,10.869565217391305,21.73913043478261,32.608695652173914,30.434782608695656,4.3478260869565215,0.0,0.0,8.043478260869565
MA40004-FILE ORGANIZATION AND DATABASE SYSTEMS ,6,25,63,18,3,2,0,Spring 22,5.128205128205128,21.367521367521366,53.84615384615385,15.384615384615385,2.564102564102564,1.7094017094017095,0.0,8.05982905982906
AI60003- ,12,25,42,15,12,2,0,Autumn 22,11.11111111111111,23.14814814814815,38.88888888888889,13.88888888888889,11.11111111111111,1.8518518518518516,0.0,8.037037037037036
HS60084- ,3,7,3,0,0,0,0,Spring 22,23.076923076923077,53.84615384615385,23.076923076923077,0.0,0.0,0.0,0.0,9.0
EP60020- ,0,7,11,2,2,1,0,Autumn 19,0.0,30.434782608695656,47.82608695652174,8.695652173913043,8.695652173913043,4.3478260869565215,0.0,7.913043478260869
EP67001- ,3,3,5,2,0,0,0,Autumn 19,23.076923076923077,23.076923076923077,38.46153846153847,15.384615384615385,0.0,0.0,0.0,8.538461538461538
EP60002- ,2,2,3,1,5,0,0,Spring 20,15.384615384615385,15.384615384615385,23.076923076923077,7.6923076923076925,38.46153846153847,0.0,0.0,7.615384615384615
EP67002- ,11,2,0,0,0,0,0,Spring 20,84.61538461538461,15.384615384615385,0.0,0.0,0.0,0.0,0.0,9.846153846153847
EP60003- ,9,12,3,3,2,0,0,Autumn 20,31.03448275862069,41.37931034482759,10.344827586206897,10.344827586206897,6.896551724137931,0.0,0.0,8.793103448275861
EP67003- ,10,2,1,0,0,0,0,Autumn 20,76.92307692307693,15.384615384615385,7.6923076923076925,0.0,0.0,0.0,0.0,9.692307692307692
EP60004- ,7,5,12,6,3,0,0,Spring 21,21.21212121212121,15.151515151515152,36.36363636363637,18.181818181818183,9.090909090909092,0.0,0.0,8.212121212121213
EP67004- ,11,2,0,0,0,0,0,Spring 21,84.61538461538461,15.384615384615385,0.0,0.0,0.0,0.0,0.0,9.846153846153847
IP60162- ,1,4,8,2,0,1,0,Spring 21,6.25,25.0,50.0,12.5,0.0,6.25,0.0,8.0625
EP60005- ,78,20,2,2,0,0,1,Autumn 21,75.72815533980582,19.41747572815534,1.9417475728155338,1.9417475728155338,0.0,0.0,0.9708737864077669,9.650485436893204
HS50017-EQUITY RESEARCH ,2,5,2,0,2,0,0,Spring 22,18.181818181818183,45.45454545454545,18.181818181818183,0.0,18.181818181818183,0.0,0.0,8.454545454545455
EP60025- ,8,18,16,19,15,4,0,Autumn 22,10.0,22.5,20.0,23.75,18.75,5.0,0.0,7.6625
EP60029- ,12,40,37,9,2,0,0,Autumn 22,12.0,40.0,37.0,9.0,2.0,0.0,0.0,8.51
EP67005- ,6,5,2,0,0,0,0,Autumn 22,46.15384615384615,38.46153846153847,15.384615384615385,0.0,0.0,0.0,0.0,9.307692307692308
IP60017- ,2,1,6,0,1,0,0,Autumn 21,20.0,10.0,60.0,0.0,10.0,0.0,0.0,8.3
AT60004- ,0,6,4,6,0,0,0,Spring 22,0.0,37.5,25.0,37.5,0.0,0.0,0.0,8.0
HS20001-ECONOMICS ,32,60,63,80,34,20,0,Autumn 19,11.072664359861593,20.761245674740483,21.79930795847751,27.68166089965398,11.76470588235294,6.920415224913495,0.0,7.709342560553633
HS20005-MICRO ECONOMICS-I ,7,10,15,11,6,2,0,Autumn 19,13.725490196078432,19.607843137254903,29.411764705882355,21.568627450980394,11.76470588235294,3.9215686274509802,0.0,7.901960784313726
HS20007-MACRO ECONOMICS-I ,5,6,11,15,6,8,0,Autumn 19,9.803921568627452,11.76470588235294,21.568627450980394,29.411764705882355,11.76470588235294,15.686274509803921,0.0,7.313725490196078
BM60112- ,15,19,16,2,0,0,0,Spring 20,28.846153846153843,36.53846153846153,30.76923076923077,3.8461538461538463,0.0,0.0,0.0,8.903846153846153
HS40078-INTERNATIONAL TRADE ,0,0,0,0,1,0,0,Spring 20,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.0
MA31020-REGRESSION AND TIME SERIES MODEL ,6,78,5,0,0,0,0,Autumn 20,6.741573033707865,87.64044943820225,5.617977528089887,0.0,0.0,0.0,0.0,9.01123595505618
AE40006-COMPOSITE STRUCTURES ,0,0,0,0,1,0,0,Autumn 21,0.0,0.0,0.0,0.0,100.0,0.0,0.0,6.0
MA41031-STOCHASTIC PROCESSES IN FINANCE ,9,34,14,5,0,1,0,Autumn 21,14.285714285714285,53.96825396825397,22.22222222222222,7.936507936507936,0.0,1.5873015873015872,0.0,8.698412698412698
BM40006-FINANCIAL RISK MODELING ,4,7,10,7,2,1,1,Spring 22,12.5,21.875,31.25,21.875,6.25,3.125,3.125,7.90625
BM40012-DERIVATIVES AND RISK MANAGEMENT ,8,13,6,4,1,1,0,Spring 22,24.242424242424242,39.39393939393939,18.181818181818183,12.121212121212121,3.0303030303030303,3.0303030303030303,0.0,8.606060606060606
BM49002-FINANCIAL ANALYTICS ,13,30,13,0,0,0,0,Spring 22,23.214285714285715,53.57142857142857,23.214285714285715,0.0,0.0,0.0,0.0,9.0
BM51001-INVESTMENT MANAGEMENT ,5,13,15,0,0,0,0,Autumn 22,15.151515151515152,39.39393939393939,45.45454545454545,0.0,0.0,0.0,0.0,8.696969696969697
BM59001-MODELING AND SIMULATION OF FINANCIAL SYSTEMS ,2,6,10,7,3,1,1,Autumn 22,6.666666666666667,20.0,33.33333333333333,23.333333333333332,10.0,3.3333333333333335,3.3333333333333335,7.666666666666667
FP58001-COMPREHENSIVE VIVA VOCE ,4,6,10,3,2,0,0,Autumn 22,16.0,24.0,40.0,12.0,8.0,0.0,0.0,8.28
FP67001- ,4,7,10,3,1,0,0,Autumn 22,16.0,28.000000000000004,40.0,12.0,4.0,0.0,0.0,8.4
HS51002-FINANCIAL ECONOMETRICS ,5,7,17,7,0,0,0,Autumn 22,13.88888888888889,19.444444444444446,47.22222222222222,19.444444444444446,0.0,0.0,0.0,8.277777777777779
MA61061- ,3,9,0,4,3,3,0,Autumn 22,13.636363636363635,40.909090909090914,0.0,18.181818181818183,13.636363636363635,13.636363636363635,0.0,7.818181818181818
HS30054-SOCIOLOGY OF RESOURCE MANAGEMENT ,0,0,1,0,1,1,0,Spring 20,0.0,0.0,33.33333333333333,0.0,33.33333333333333,33.33333333333333,0.0,6.333333333333333
RX60021- ,0,0,0,4,1,0,0,Autumn 21,0.0,0.0,0.0,80.0,20.0,0.0,0.0,6.8
IM61003- ,0,0,0,3,1,0,0,Spring 22,0.0,0.0,0.0,75.0,25.0,0.0,0.0,6.75
KS20203-PANINIAN GRAMMAR FROM COMPUTATIONAL PERSPECTIVE ,0,0,0,1,1,2,0,Spring 22,0.0,0.0,0.0,25.0,25.0,50.0,0.0,5.75
CL60006- ,0,0,0,0,0,1,0,Autumn 20,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5.0
AE40009-ROCKET PROPULSION ,0,0,0,0,0,1,0,Autumn 21,0.0,0.0,0.0,0.0,0.0,100.0,0.0,5.0
HS20002-GENERAL PSYCHOLOGY ,1,41,31,5,0,0,0,Autumn 21,1.282051282051282,52.56410256410257,39.743589743589745,6.41025641025641,0.0,0.0,0.0,8.487179487179487
MA60261- ,0,0,0,0,0,0,1,Autumn 21,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0
MA29005-DESIGN & ANALYSIS OF ALGORITHMS LAB. ,24,30,5,1,0,0,0,Autumn 19,40.0,50.0,8.333333333333332,1.6666666666666667,0.0,0.0,0.0,9.283333333333333
MA49011-THEORY OF OPERATING SYSTEMS LAB. ,6,18,37,21,7,1,0,Spring 22,6.666666666666667,20.0,41.11111111111111,23.333333333333332,7.777777777777778,1.1111111111111112,0.0,7.911111111111111
subject subjec,0,0,0,0,0,0,0,t_session,,,,,,,,
AG20101-CROP PRODUCTION TECHNOLOGY ,4,6,11,15,8,5,0,Autumn 19,8.16326530612245,12.244897959183673,22.448979591836736,30.612244897959183,16.3265306122449,10.204081632653061,0.0,7.346938775510204
AG20103-SOIL TECHNOLOGY ,3,7,13,13,9,4,0,Autumn 19,6.122448979591836,14.285714285714285,26.53061224489796,26.53061224489796,18.367346938775512,8.16326530612245,0.0,7.387755102040816
AG29001-CROP PRODUCTION TECHNOLOGY LAB. ,11,17,7,5,3,5,1,Autumn 19,22.448979591836736,34.69387755102041,14.285714285714285,10.204081632653061,6.122448979591836,10.204081632653061,2.0408163265306123,8.183673469387756
AG29003-SOIL TECHNOLOGY LAB. ,13,13,15,4,0,3,1,Autumn 19,26.53061224489796,26.53061224489796,30.612244897959183,8.16326530612245,0.0,6.122448979591836,2.0408163265306123,8.448979591836734
MA20103-PARTIAL DIFFERENTIAL EQUATIONS ,35,44,56,48,44,72,1,Autumn 19,11.666666666666666,14.666666666666666,18.666666666666668,16.0,14.666666666666666,24.0,0.33333333333333337,7.193333333333333
ME21101-FLUID MECHANICS ,22,42,55,36,12,10,0,Autumn 19,12.429378531073446,23.728813559322035,31.07344632768362,20.33898305084746,6.779661016949152,5.649717514124294,0.0,7.977401129943503
AG29004-AGRICULTURAL BIOTECHNOLOGY LAB. ,6,28,14,1,0,0,0,Spring 20,12.244897959183673,57.14285714285714,28.57142857142857,2.0408163265306123,0.0,0.0,0.0,8.795918367346939
EC21101-BASIC ELECTRONICS ,64,99,136,115,61,21,1,Spring 20,12.877263581488934,19.919517102615693,27.364185110663986,23.138832997987926,12.273641851106639,4.225352112676056,0.2012072434607646,7.845070422535211
