course,EX,A,B,C,D,P,F,EX%,A%,B%,C%,D%,P%,F%,session,Avg CGPA
AR22006-HISTORY OF ARCHITECTURE-II,8,34,0,0,0,0,0,19.05,80.95,0,0,0,0,0,Spring21,9.19
AR22006-HISTORY OF ARCHITECTURE-II,10,18,4,1,0,0,0,30.3,54.55,12.12,3.03,0,0,0,Spring20,9.12
AR22007-ENVIRONMENTAL STUDIES,0,2,5,13,12,5,0,0,5.41,13.51,35.14,32.43,13.51,0,Autumn18,6.65
AR22007-ENVIRONMENTAL STUDIES,1,2,6,11,12,1,0,3.03,6.06,18.18,33.33,36.36,3.03,0,Autumn19,6.97
AR22007-ENVIRONMENTAL STUDIES,0,40,0,0,0,0,0,0,100,0,0,0,0,0,Autumn20,9
AR22008-ERGONOMICS AND  PRODUCT DESIGN,2,2,2,2,0,0,0,25,25,25,25,0,0,0,Spring21,8.5
AR23201-ARCHITECTURAL DESIGN I AND FIELD STUDY,1,8,13,8,5,2,0,2.7,21.62,35.14,21.62,13.51,5.41,0,Autumn18,7.62
AR23201-ARCHITECTURAL DESIGN I AND FIELD STUDY,8,13,12,0,0,0,0,24.24,39.39,36.36,0,0,0,0,Autumn19,8.88
AR23201-ARCHITECTURAL DESIGN I AND FIELD STUDY,2,27,9,2,0,0,0,5,67.5,22.5,5,0,0,0,Autumn20,8.73
AR23202-ARCHITECTURAL DESIGN II AND FIELD STUDY,0,16,12,9,0,0,0,0,43.24,32.43,24.32,0,0,0,Spring19,8.19
AR23202-ARCHITECTURAL DESIGN II AND FIELD STUDY,1,15,11,4,2,0,0,3.03,45.45,33.33,12.12,6.06,0,0,Spring20,8.27
AR23202-ARCHITECTURAL DESIGN II AND FIELD STUDY,3,13,16,7,1,0,0,7.5,32.5,40,17.5,2.5,0,0,Spring21,8.25
AR23203-BUILDING CONSTRUCTION - I,4,16,11,6,0,0,0,10.81,43.24,29.73,16.22,0,0,0,Autumn18,8.49
AR23203-BUILDING CONSTRUCTION - I,6,11,13,2,1,0,0,18.18,33.33,39.39,6.06,3.03,0,0,Autumn19,8.58
AR23203-BUILDING CONSTRUCTION - I,12,20,4,3,0,1,0,30,50,10,7.5,0,2.5,0,Autumn20,8.95
AR23204-BUILDING CONSTRUCTION II,3,19,11,2,1,1,0,8.11,51.35,29.73,5.41,2.7,2.7,0,Spring19,8.49
AR23204-BUILDING CONSTRUCTION II,2,16,11,3,0,1,0,6.06,48.48,33.33,9.09,0,3.03,0,Spring20,8.42
AR23204-BUILDING CONSTRUCTION II,3,11,19,2,5,0,0,7.5,27.5,47.5,5,12.5,0,0,Spring21,8.13
"AR23205-PHOTOGRAPHY, ART & ADVANCED VISUAL COMMUNICATION",7,21,9,0,0,0,0,18.92,56.76,24.32,0,0,0,0,Autumn18,8.95
"AR23205-PHOTOGRAPHY, ART & ADVANCED VISUAL COMMUNICATION",0,23,10,0,0,0,0,0,69.7,30.3,0,0,0,0,Autumn19,8.7
"AR23205-PHOTOGRAPHY, ART & ADVANCED VISUAL COMMUNICATION",8,30,2,0,0,0,0,20,75,5,0,0,0,0,Autumn20,9.15
AR23206-COMPUTER AIDED DESIGN AND SIMULATION,2,5,4,4,13,9,0,5.41,13.51,10.81,10.81,35.14,24.32,0,Spring19,6.7
AR23206-COMPUTER AIDED DESIGN AND SIMULATION,0,8,24,1,0,0,0,0,24.24,72.73,3.03,0,0,0,Spring20,8.21
AR23206-COMPUTER AIDED DESIGN AND SIMULATION,4,21,15,0,0,0,0,10,52.5,37.5,0,0,0,0,Spring21,8.73
AR32001-DEVELOPMENT OF CONTEMPORARY ARCHITECTURE,4,3,7,10,8,4,0,11.11,8.33,19.44,27.78,22.22,11.11,0,Autumn19,7.25
AR32001-DEVELOPMENT OF CONTEMPORARY ARCHITECTURE,2,4,12,12,1,1,0,6.25,12.5,37.5,37.5,3.13,3.13,0,Autumn20,7.72
AR32002-ESTIMATION AND COSTING,2,9,8,8,9,1,0,5.41,24.32,21.62,21.62,24.32,2.7,0,Spring20,7.57
AR32002-ESTIMATION AND COSTING,9,21,1,1,0,0,0,28.13,65.63,3.13,3.13,0,0,0,Spring21,9.19
AR32003-SPECIFICATION,2,13,6,9,5,2,0,5.41,35.14,16.22,24.32,13.51,5.41,0,Autumn19,7.78
AR32003-SPECIFICATION,6,24,2,0,0,0,0,18.75,75,6.25,0,0,0,0,Autumn20,9.13
AR32004-HOUSING AND COMMUNITY PLANNING,0,12,12,8,3,1,1,0,32.43,32.43,21.62,8.11,2.7,2.7,Spring20,7.76
AR32004-HOUSING AND COMMUNITY PLANNING,0,13,19,0,0,0,0,0,40.63,59.38,0,0,0,0,Spring21,8.41
AR32008-ENERGY EFFICIENT DESIGN,9,10,6,6,3,3,0,24.32,27.03,16.22,16.22,8.11,8.11,0,Spring19,8.19
AR32008-ENERGY EFFICIENT DESIGN,7,11,11,3,0,1,0,21.21,33.33,33.33,9.09,0,3.03,0,Spring20,8.58
AR32008-ENERGY EFFICIENT DESIGN,2,18,10,1,1,0,0,6.25,56.25,31.25,3.13,3.13,0,0,Spring21,8.59
AR33201-ARCHITECTURAL DESIGN III & FIELD STUDY,2,5,9,6,7,8,0,5.41,13.51,24.32,16.22,18.92,21.62,0,Autumn19,7.05
AR33201-ARCHITECTURAL DESIGN III & FIELD STUDY,3,11,17,2,0,0,0,9.09,33.33,51.52,6.06,0,0,0,Autumn20,8.45
AR33202-ARCHITECTURAL DESIGN IV AND FIELD STUDY,3,29,5,0,0,0,0,8.11,78.38,13.51,0,0,0,0,Spring20,8.95
AR33202-ARCHITECTURAL DESIGN IV AND FIELD STUDY,8,17,8,0,0,0,0,24.24,51.52,24.24,0,0,0,0,Spring21,9
AR33203-ARCHITECTURAL DETAILING,7,17,6,5,0,2,0,18.92,45.95,16.22,13.51,0,5.41,0,Autumn19,8.54
AR33203-ARCHITECTURAL DETAILING,7,23,2,0,0,0,0,21.88,71.88,6.25,0,0,0,0,Autumn20,9.16
AR33204-INTERIOR DESIGN,2,9,12,14,0,0,0,5.41,24.32,32.43,37.84,0,0,0,Spring20,7.97
AR33204-INTERIOR DESIGN,2,25,5,0,0,0,0,6.25,78.13,15.63,0,0,0,0,Spring21,8.91
AR33206-WORKING DRAWING,3,11,9,13,0,1,0,8.11,29.73,24.32,35.14,0,2.7,0,Spring20,8.03
AR33206-WORKING DRAWING,5,24,2,1,0,0,0,15.63,75,6.25,3.13,0,0,0,Spring21,9.03
AR40023-BUILDING ACOUSTICS,0,4,21,7,3,2,0,0,10.81,56.76,18.92,8.11,5.41,0,Autumn20,7.59
AR42001-LANDSCAPE DESIGN & SITE PLANNING,2,7,12,10,4,1,0,5.56,19.44,33.33,27.78,11.11,2.78,0,Autumn20,7.72
AR42005-REAL ESTATE  VALUATION,2,5,12,3,0,0,1,8.7,21.74,52.17,13.04,0,0,4.35,Autumn20,8.09
AR43201-ARCHITECTURAL DESIGN - V & FIELD STUDY,0,8,11,7,6,1,1,0,23.53,32.35,20.59,17.65,2.94,2.94,Autumn20,7.47
AR43203-MATERIAL TESTING LAB,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Autumn20,#DIV/0!
AR52006-BARRIER FREE ENVIRONMENT,1,13,0,0,0,0,0,7.14,92.86,0,0,0,0,0,Autumn20,9.07
AR60052-,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring21,9
AT30001-FUNDAMENTALS OF EMBEDDED CONTROL AND SOFTWARE,5,26,23,12,2,0,0,7.35,38.24,33.82,17.65,2.94,0,0,Autumn20,8.29
AT30001-FUNDAMENTALS OF EMBEDDED CONTROL AND SOFTWARE,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Autumn19,9
AT60001-,1,0,1,0,0,0,0,50,0,50,0,0,0,0,Autumn19,9
AT60001-,1,1,0,0,0,0,0,50,50,0,0,0,0,0,Autumn20,9.5
AT60002-,2,6,3,0,0,0,0,18.18,54.55,27.27,0,0,0,0,Spring21,8.91
AT60003-,2,0,1,0,0,0,0,66.67,0,33.33,0,0,0,0,Autumn20,9.33
AT60004-,1,1,3,2,0,0,0,14.29,14.29,42.86,28.57,0,0,0,Spring21,8.14
AT60004-,0,0,1,0,0,0,0,0,0,100,0,0,0,0,Spring20,8
AT60006-,3,7,9,2,0,0,0,14.29,33.33,42.86,9.52,0,0,0,Spring21,8.52
AT60008-,1,2,1,0,0,1,0,20,40,20,0,0,20,0,Spring21,8.2
BM40002-INTRODUCTION TO FINANCIAL MANAGEMENT,3,11,11,9,5,2,0,7.32,26.83,26.83,21.95,12.2,4.88,0,Spring20,7.8
BM40002-INTRODUCTION TO FINANCIAL MANAGEMENT,41,58,77,16,0,0,0,21.35,30.21,40.1,8.33,0,0,0,Spring21,8.65
BM40002-INTRODUCTION TO FINANCIAL MANAGEMENT,1,1,2,0,1,2,0,14.29,14.29,28.57,0,14.29,28.57,0,Spring19,7.29
BM40004-INTRODUCTION TO HUMAN BEHAVIOUR IN ORGANISATION,1,1,1,1,3,0,0,14.29,14.29,14.29,14.29,42.86,0,0,Autumn20,7.43
BM40004-INTRODUCTION TO HUMAN BEHAVIOUR IN ORGANISATION,2,16,19,17,9,0,0,3.17,25.4,30.16,26.98,14.29,0,0,Spring21,7.76
BM40004-INTRODUCTION TO HUMAN BEHAVIOUR IN ORGANISATION,0,2,6,4,7,3,0,0,9.09,27.27,18.18,31.82,13.64,0,Spring20,6.86
BM40004-INTRODUCTION TO HUMAN BEHAVIOUR IN ORGANISATION,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Autumn19,9
BM40006-FINANCIAL RISK MODELING,3,5,9,9,1,0,0,11.11,18.52,33.33,33.33,3.7,0,0,Spring21,8
BM40012-DERIVATIVES AND RISK MANAGEMENT,2,4,10,5,2,1,1,8,16,40,20,8,4,4,Spring21,7.68
BM40012-DERIVATIVES AND RISK MANAGEMENT,0,0,3,2,1,0,0,0,0,50,33.33,16.67,0,0,Spring20,7.33
BM49002-FINANCIAL ANALYTICS,15,26,2,1,2,0,0,32.61,56.52,4.35,2.17,4.35,0,0,Spring21,9.11
BM49002-FINANCIAL ANALYTICS,1,0,0,0,1,0,0,50,0,0,0,50,0,0,Spring20,8
BM50010-COMMODITY DERIVATIVES AND PRICE RISK MODELLING,8,4,2,1,0,1,0,50,25,12.5,6.25,0,6.25,0,Spring21,9
BM50010-COMMODITY DERIVATIVES AND PRICE RISK MODELLING,1,0,0,0,0,0,0,100,0,0,0,0,0,0,Autumn20,10
BM51001-INVESTMENT MANAGEMENT,1,8,5,1,0,0,0,6.67,53.33,33.33,6.67,0,0,0,Autumn20,8.6
BM51002-MARKET MICROSTRUCTURE,1,0,0,0,0,0,0,100,0,0,0,0,0,0,Spring21,10
BM60023-,4,5,26,8,0,0,0,9.3,11.63,60.47,18.6,0,0,0,Autumn20,8.12
BM60023-,0,3,4,1,1,0,0,0,33.33,44.44,11.11,11.11,0,0,Autumn19,8
BM60023-,0,0,0,2,0,0,0,0,0,0,100,0,0,0,Autumn18,7
BM60112-,3,4,15,9,5,7,0,6.98,9.3,34.88,20.93,11.63,16.28,0,Spring19,7.3
BM60112-,18,25,23,4,0,0,0,25.71,35.71,32.86,5.71,0,0,0,Spring20,8.81
BM60112-,16,31,6,0,0,0,0,30.19,58.49,11.32,0,0,0,0,Spring21,9.19
BM60130-,0,0,0,1,0,0,0,0,0,0,100,0,0,0,Spring20,7
BM63006-,0,0,0,4,3,0,0,0,0,0,57.14,42.86,0,0,Spring21,6.57
BM63020-,2,7,3,2,0,3,0,11.76,41.18,17.65,11.76,0,17.65,0,Spring21,8
BM63033-,0,1,2,1,0,0,0,0,25,50,25,0,0,0,Autumn20,8
BM63083-,1,2,4,1,0,0,0,12.5,25,50,12.5,0,0,0,Autumn20,8.38
BM66002-,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring19,9
BM66003-,0,1,2,0,0,0,0,0,33.33,66.67,0,0,0,0,Spring19,8.33
BM66004-,4,1,1,0,0,0,0,66.67,16.67,16.67,0,0,0,0,Autumn19,9.5
BS10003-SCIENCE OF LIVING SYSTEMS,1,0,0,0,0,0,0,100,0,0,0,0,0,0,Spring20,10
BS20001-SCIENCE OF LIVING SYSTEM,43,77,123,135,70,55,1,8.53,15.28,24.4,26.79,13.89,10.91,0.2,Autumn18,7.44
BS20001-SCIENCE OF LIVING SYSTEM,25,102,139,163,137,145,0,3.52,14.35,19.55,22.93,19.27,20.39,0,Autumn19,6.99
BS20001-SCIENCE OF LIVING SYSTEM,34,115,118,81,46,31,0,8,27.06,27.76,19.06,10.82,7.29,0,Spring19,7.8
BS20001-SCIENCE OF LIVING SYSTEM,82,174,173,86,40,22,0,14.21,30.16,29.98,14.9,6.93,3.81,0,Spring20,8.18
BS20001-SCIENCE OF LIVING SYSTEM,46,435,234,49,15,3,1,5.87,55.56,29.89,6.26,1.92,0.38,0.13,Autumn20,8.56
BS20001-SCIENCE OF LIVING SYSTEM,165,312,113,43,9,2,2,25.54,48.3,17.49,6.66,1.39,0.31,0.31,Spring21,8.88
BS41004-ADVANCES IN PROTEIN STRUCTURE AND FUNCTION,1,1,0,0,0,0,0,50,50,0,0,0,0,0,Spring20,9.5
BS60003-,6,12,12,2,1,0,0,18.18,36.36,36.36,6.06,3.03,0,0,Autumn20,8.61
BS60003-,0,0,0,1,1,0,0,0,0,0,50,50,0,0,Spring20,6.5
BS60005-,1,0,2,0,0,0,0,33.33,0,66.67,0,0,0,0,Autumn20,8.67
BT20103-MICROBIOLOGY,6,5,12,4,6,4,0,16.22,13.51,32.43,10.81,16.22,10.81,0,Autumn18,7.7
BT20103-MICROBIOLOGY,1,9,10,9,5,8,0,2.38,21.43,23.81,21.43,11.9,19.05,0,Autumn19,7.24
BT20103-MICROBIOLOGY,8,27,12,1,1,0,0,16.33,55.1,24.49,2.04,2.04,0,0,Autumn20,8.82
BT21002-CELL & MOLECULAR BIOLOGY,1,7,3,8,11,5,0,2.86,20,8.57,22.86,31.43,14.29,0,Spring19,6.97
BT21002-CELL & MOLECULAR BIOLOGY,12,3,5,9,5,6,0,30,7.5,12.5,22.5,12.5,15,0,Spring20,7.75
BT21002-CELL & MOLECULAR BIOLOGY,4,10,12,16,5,1,0,8.33,20.83,25,33.33,10.42,2.08,0,Spring21,7.77
BT21101-BIOCHEMISTRY,2,1,7,5,7,13,0,5.71,2.86,20,14.29,20,37.14,0,Autumn18,6.49
BT21101-BIOCHEMISTRY,5,9,3,8,6,8,1,12.5,22.5,7.5,20,15,20,2.5,Autumn19,7.28
BT21101-BIOCHEMISTRY,7,22,12,5,3,0,0,14.29,44.9,24.49,10.2,6.12,0,0,Autumn20,8.51
BT21105-BIOCHEM. REACTION ENGG. AND BIOENERGETICS,0,3,8,5,8,11,0,0,8.57,22.86,14.29,22.86,31.43,0,Autumn18,6.54
BT21105-BIOCHEM. REACTION ENGG. AND BIOENERGETICS,3,11,7,5,10,3,0,7.69,28.21,17.95,12.82,25.64,7.69,0,Autumn19,7.56
BT21105-BIOCHEM. REACTION ENGG. AND BIOENERGETICS,1,27,13,5,1,0,0,2.13,57.45,27.66,10.64,2.13,0,0,Autumn20,8.47
BT29001-BIOCHEMISTRY LABORATORY,7,16,9,3,0,0,0,20,45.71,25.71,8.57,0,0,0,Autumn18,8.77
BT29001-BIOCHEMISTRY LABORATORY,10,18,8,2,2,0,0,25,45,20,5,5,0,0,Autumn19,8.8
BT29001-BIOCHEMISTRY LABORATORY,12,20,11,0,0,0,0,27.91,46.51,25.58,0,0,0,0,Autumn20,9.02
BT29002-CELL & MOLECULAR BIOLOGY LABORATORY,10,12,9,3,1,0,0,28.57,34.29,25.71,8.57,2.86,0,0,Spring19,8.77
BT29002-CELL & MOLECULAR BIOLOGY LABORATORY,11,17,10,2,0,0,0,27.5,42.5,25,5,0,0,0,Spring20,8.93
BT29002-CELL & MOLECULAR BIOLOGY LABORATORY,13,13,13,9,0,0,0,27.08,27.08,27.08,18.75,0,0,0,Spring21,8.63
BT29003-MICROBIOLOGY LABORATORY,6,25,4,0,0,0,1,16.67,69.44,11.11,0,0,0,2.78,Autumn18,8.92
BT29003-MICROBIOLOGY LABORATORY,8,21,9,2,0,0,0,20,52.5,22.5,5,0,0,0,Autumn19,8.88
BT29003-MICROBIOLOGY LABORATORY,12,25,6,0,0,0,0,27.91,58.14,13.95,0,0,0,0,Autumn20,9.14
BT31006-BIOINFORMATICS,0,6,11,9,5,4,0,0,17.14,31.43,25.71,14.29,11.43,0,Spring20,7.29
BT31006-BIOINFORMATICS,2,18,14,3,1,0,0,5.26,47.37,36.84,7.89,2.63,0,0,Spring21,8.45
BT31009-GENETICS,0,1,13,10,6,8,0,0,2.63,34.21,26.32,15.79,21.05,0,Autumn19,6.82
BT31009-GENETICS,2,16,16,3,1,0,0,5.26,42.11,42.11,7.89,2.63,0,0,Autumn20,8.39
BT31010-PLANT CELL TISSUE CULTURE,12,13,10,1,0,0,0,33.33,36.11,27.78,2.78,0,0,0,Spring20,9
BT31010-PLANT CELL TISSUE CULTURE,0,6,18,10,0,0,0,0,17.65,52.94,29.41,0,0,0,Spring21,7.88
BT31011-ENVIRONMENTAL BIOTECHNOLOGY,4,6,14,8,3,0,0,11.43,17.14,40,22.86,8.57,0,0,Autumn19,8
BT31011-ENVIRONMENTAL BIOTECHNOLOGY,5,20,10,2,0,0,0,13.51,54.05,27.03,5.41,0,0,0,Autumn20,8.76
BT31014-IMMUNOLOGY,9,15,9,2,0,0,0,25.71,42.86,25.71,5.71,0,0,0,Spring20,8.89
BT31014-IMMUNOLOGY,8,27,3,0,0,0,0,21.05,71.05,7.89,0,0,0,0,Spring21,9.13
BT39001-ANALYTICAL BIOCHEMISTRY LABORATORY,3,13,11,2,1,0,0,10,43.33,36.67,6.67,3.33,0,0,Autumn19,8.5
BT39001-ANALYTICAL BIOCHEMISTRY LABORATORY,12,16,8,1,0,0,0,32.43,43.24,21.62,2.7,0,0,0,Autumn20,9.05
BT39003-BIOCHEMICAL ENGGINEERING LABORATORY,3,14,14,2,0,2,0,8.57,40,40,5.71,0,5.71,0,Autumn19,8.34
BT39003-BIOCHEMICAL ENGGINEERING LABORATORY,9,25,4,0,0,0,0,23.68,65.79,10.53,0,0,0,0,Autumn20,9.13
BT39006-PLANT CELL & TISSUE CULTURE LABORATORY,13,21,1,0,0,0,0,37.14,60,2.86,0,0,0,0,Spring20,9.34
BT39006-PLANT CELL & TISSUE CULTURE LABORATORY,31,6,1,0,0,0,0,81.58,15.79,2.63,0,0,0,0,Spring21,9.79
BT39008-BIOINFORMATICS LABORATORY,12,6,10,6,0,1,0,34.29,17.14,28.57,17.14,0,2.86,0,Spring20,8.6
BT39008-BIOINFORMATICS LABORATORY,7,14,11,6,0,0,0,18.42,36.84,28.95,15.79,0,0,0,Spring21,8.58
BT40009-BIOPROCESS TECHNOLOGY,2,18,9,4,0,0,0,6.06,54.55,27.27,12.12,0,0,0,Autumn20,8.55
BT41012-DOWNSTREAM PROCESSING,6,11,3,2,0,0,0,27.27,50,13.64,9.09,0,0,0,Spring21,8.95
BT41014-METABOLIC ENGINEERING,0,1,2,3,1,0,0,0,14.29,28.57,42.86,14.29,0,0,Spring21,7.43
BT41022-NEUROPHYSIOLOGY,5,20,7,3,0,0,0,14.29,57.14,20,8.57,0,0,0,Spring21,8.77
BT47007-PROJECT-I,8,12,11,1,0,0,1,24.24,36.36,33.33,3.03,0,0,3.03,Autumn20,8.7
BT48017-INDUSTRIAL TRAINING,4,3,6,0,0,0,0,30.77,23.08,46.15,0,0,0,0,Autumn20,8.85
BT48026-COMPREHENSIVE VIVA VOCE,1,3,7,1,2,0,0,7.14,21.43,50,7.14,14.29,0,0,Spring21,8
BT49001-ENZYME TECHNOLOGY LABORATORY,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,Autumn20,#DIV/0!
BT60002-,0,0,2,0,0,0,0,0,0,100,0,0,0,0,Spring21,8
BT60004-,14,4,1,1,1,0,0,66.67,19.05,4.76,4.76,4.76,0,0,Spring21,9.38
BT60006-,0,0,3,0,0,0,0,0,0,100,0,0,0,0,Spring20,8
BT60007-,0,0,1,0,1,0,0,0,0,50,0,50,0,0,Autumn20,7
BT60015-,6,6,0,0,0,0,0,50,50,0,0,0,0,0,Autumn20,9.5
BT60016-,0,7,9,1,0,1,0,0,38.89,50,5.56,0,5.56,0,Spring21,8.17
BT61026-,0,1,0,0,0,0,0,0,100,0,0,0,0,0,Spring21,9
BT61030-,6,11,8,8,2,0,0,17.14,31.43,22.86,22.86,5.71,0,0,Spring20,8.31
BT61030-,12,20,2,4,0,0,0,31.58,52.63,5.26,10.53,0,0,0,Spring21,9.05
BT63027-,0,2,1,1,0,0,0,0,50,25,25,0,0,0,Autumn20,8.25
CD61002-,2,2,0,0,0,0,0,50,50,0,0,0,0,0,Spring21,9.5
CD61002-,0,2,1,0,0,0,0,0,66.67,33.33,0,0,0,0,Spring20,8.67
CD61004-,2,2,2,4,1,3,0,14.29,14.29,14.29,28.57,7.14,21.43,0,Spring21,7.36
CD61004-,1,0,0,0,0,0,0,100,0,0,0,0,0,0,Spring20,10
CD61004-,3,0,1,0,0,1,0,60,0,20,0,0,20,0,Autumn20,8.6
CD66001-,137,10,3,4,0,0,0,88.96,6.49,1.95,2.6,0,0,0,Spring21,9.82
CE13001-ENGINEERING DRAWING AND COMPUTER GRAPHICS,60,114,189,124,64,15,2,10.56,20.07,33.27,21.83,11.27,2.64,0.35,Spring18,7.88
CE13001-ENGINEERING DRAWING AND COMPUTER GRAPHICS,73,111,199,142,72,14,2,11.91,18.11,32.46,23.16,11.75,2.28,0.33,Autumn17,7.87
CE13001-ENGINEERING DRAWING AND COMPUTER GRAPHICS,81,172,198,115,56,18,0,12.66,26.88,30.94,17.97,8.75,2.81,0,Spring19,8.08
CE13001-ENGINEERING DRAWING AND COMPUTER GRAPHICS,82,142,218,136,62,32,1,12.18,21.1,32.39,20.21,9.21,4.75,0.15,Autumn18,7.92
CE13001-ENGINEERING DRAWING AND COMPUTER GRAPHICS,77,135,256,254,0,0,0,10.66,18.7,35.46,35.18,0,0,0,Spring20,8.05
CE13001-ENGINEERING DRAWING AND COMPUTER GRAPHICS,73,142,291,163,56,21,4,9.73,18.93,38.8,21.73,7.47,2.8,0.53,Autumn19,7.91
CE13003-ENGINEERING DRAWING AND COMPUTER GRAPHICS,0,0,1,0,0,0,0,0,0,100,0,0,0,0,Spring20,8
CE20006-WATER RESOURCES ENGG.,3,9,19,17,11,9,1,4.35,13.04,27.54,24.64,15.94,13.04,1.45,Autumn18,7.2
CE20006-WATER RESOURCES ENGG.,0,11,18,26,14,14,0,0,13.25,21.69,31.33,16.87,16.87,0,Autumn19,6.98
CE20006-WATER RESOURCES ENGG.,16,47,18,4,1,0,0,18.6,54.65,20.93,4.65,1.16,0,0,Autumn20,8.85
CE20101-INTRODUCTION TO CIVIL ENGG. & MATERIALS,4,24,30,9,2,1,0,5.71,34.29,42.86,12.86,2.86,1.43,0,Autumn18,8.23
CE20101-INTRODUCTION TO CIVIL ENGG. & MATERIALS,1,10,23,20,23,6,0,1.2,12.05,27.71,24.1,27.71,7.23,0,Autumn19,7.13
CE20101-INTRODUCTION TO CIVIL ENGG. & MATERIALS,8,64,13,0,1,0,0,9.3,74.42,15.12,0,1.16,0,0,Autumn20,8.91
CE20103-TRANSPORTATION ENGG.,6,9,13,18,12,10,0,8.82,13.24,19.12,26.47,17.65,14.71,0,Autumn18,7.25
CE20103-TRANSPORTATION ENGG.,1,45,33,9,2,0,0,1.11,50,36.67,10,2.22,0,0,Autumn20,8.38
CE20103-TRANSPORTATION ENGG.,4,15,19,16,14,15,0,4.82,18.07,22.89,19.28,16.87,18.07,0,Autumn19,7.2
CE20105-SURVEYING,4,3,11,14,17,20,0,5.8,4.35,15.94,20.29,24.64,28.99,0,Autumn18,6.59
CE20105-SURVEYING,3,8,14,28,13,17,0,3.61,9.64,16.87,33.73,15.66,20.48,0,Autumn19,6.9
CE20105-SURVEYING,2,52,22,6,1,2,1,2.33,60.47,25.58,6.98,1.16,2.33,1.16,Autumn20,8.44
CE21003-HYDRAULICS,6,13,22,17,11,0,0,8.7,18.84,31.88,24.64,15.94,0,0,Spring19,7.8
CE21003-HYDRAULICS,20,31,29,3,0,0,0,24.1,37.35,34.94,3.61,0,0,0,Spring20,8.82
CE21003-HYDRAULICS,9,31,37,9,0,0,0,10.47,36.05,43.02,10.47,0,0,0,Spring21,8.47
CE21004-STRUCTURAL ANALYSIS,10,27,19,22,11,17,0,9.43,25.47,17.92,20.75,10.38,16.04,0,Spring19,7.55
CE21004-STRUCTURAL ANALYSIS,13,32,36,22,11,3,0,11.11,27.35,30.77,18.8,9.4,2.56,0,Spring20,8.04
CE21004-STRUCTURAL ANALYSIS,9,30,40,27,16,4,0,7.14,23.81,31.75,21.43,12.7,3.17,0,Spring21,7.82
CE21005-SOLID MECHANICS,2,21,29,25,32,19,1,1.55,16.28,22.48,19.38,24.81,14.73,0.78,Autumn18,7.03
CE21005-SOLID MECHANICS,2,7,10,36,42,49,2,1.35,4.73,6.76,24.32,28.38,33.11,1.35,Autumn19,6.22
CE21005-SOLID MECHANICS,1,13,51,72,20,4,0,0.62,8.07,31.68,44.72,12.42,2.48,0,Autumn20,7.32
CE29002-SURVEYING PEACTICE,38,57,10,0,1,0,0,35.85,53.77,9.43,0,0.94,0,0,Spring19,9.24
CE29002-SURVEYING PEACTICE,21,79,14,1,1,0,0,18.1,68.1,12.07,0.86,0.86,0,0,Spring20,9.02
CE29002-SURVEYING PEACTICE,25,62,33,3,1,2,0,19.84,49.21,26.19,2.38,0.79,1.59,0,Spring21,8.8
CE29003-TRANSPORTATION ENGG. LAB,11,35,21,0,0,0,0,16.42,52.24,31.34,0,0,0,0,Autumn18,8.85
CE29003-TRANSPORTATION ENGG. LAB,14,51,18,0,0,0,0,16.87,61.45,21.69,0,0,0,0,Autumn19,8.95
CE29003-TRANSPORTATION ENGG. LAB,12,54,17,2,0,0,0,14.12,63.53,20,2.35,0,0,0,Autumn20,8.89
CE29006-WATER RESOURCES ENGG. LABORATORY,10,35,20,2,1,1,0,14.49,50.72,28.99,2.9,1.45,1.45,0,Spring19,8.7
CE29006-WATER RESOURCES ENGG. LABORATORY,21,50,9,1,0,2,0,25.3,60.24,10.84,1.2,0,2.41,0,Spring20,9.02
CE29006-WATER RESOURCES ENGG. LABORATORY,11,28,43,8,2,0,0,11.96,30.43,46.74,8.7,2.17,0,0,Spring21,8.41
CE31001-DESIGN OF RC STRUCTURE,0,2,17,29,35,21,0,0,1.92,16.35,27.88,33.65,20.19,0,Autumn19,6.46
CE31001-DESIGN OF RC STRUCTURE,2,16,30,36,17,4,0,1.9,15.24,28.57,34.29,16.19,3.81,0,Autumn20,7.41
CE31002-FOUNDATION ENGINEERING,4,17,20,16,4,6,2,5.8,24.64,28.99,23.19,5.8,8.7,2.9,Spring20,7.64
CE31002-FOUNDATION ENGINEERING,2,7,7,23,26,8,9,2.44,8.54,8.54,28.05,31.71,9.76,10.98,Spring21,6.49
CE31003-SOIL MECHANICS,2,10,16,12,15,11,0,3.03,15.15,24.24,18.18,22.73,16.67,0,Autumn19,7.08
CE31003-SOIL MECHANICS,0,6,42,28,5,0,0,0,7.41,51.85,34.57,6.17,0,0,Autumn20,7.6
CE31004-DESIGN OF STEEL STRUCTURES,8,12,10,17,38,18,2,7.62,11.43,9.52,16.19,36.19,17.14,1.9,Spring20,6.79
CE31004-DESIGN OF STEEL STRUCTURES,8,32,41,22,7,1,0,7.21,28.83,36.94,19.82,6.31,0.9,0,Spring21,8.08
